Cohort,Business Name,Reporting Month,Monthly Sales (R),Monthly Net Profit,Total Jobs,Female Jobs,Youth Jobs,Educ Jobs Total,Educ Jobs Female,Total Subscribers Students,Total Subscribers Teachers,New Subscribers Students,New Subscribers Teachers,Community Learners,Community Educators,Active Students,Active Teachers,Female Students,Female Teachers,Rural Students,Rural Teachers,Disability Students,Disability Teachers,Total Schools,SA Schools,Q1-3 Schools,Grants Value,Grant Funder,Income Statement,Created Time
Cohort 1,Click Learning,Report 2 - May 2023,7193633.62,9260348.72,61.0,37.0,37.0,732,542,210939,0,767,0,0,0,146204.0,0,47.1,0.0,21.3,0.0,0.0,0,76.0,0,76.0,0.0,,"{'id': 'attbxvX8omEIORV6S', 'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/b3qU0ajng5QT89iSfBNzWQ/9fd09iTyRCIC2JkIk5B-7RxsF_pfJOGV7UVDCc_UqonMIHXWCfAdrb7J9Hrje3I-cAWiIrQWGmbCBNnQLWG5K3dXR2ZNial5mqeH09ypEPwyiYNvIvwgLYsS5ZJTD2XVa5Z2NRd0Q_YqRCkWphOql79zqIu4hrlRyCxAB85lvrdrFhYmFSBmdDuSuTGrWKltGjuC3eorM7alglSFZ_hr0g/GdCYcDr8MnTLO-W91Deswfza6WWjbBvXMzj9333nn0Y', 'filename': 'Click Learning - Budget vs Actual_Mgmt Accounts_31 May 2023.xlsx', 'size': 69277, 'type': 'application/vnd.openxmlformats-officedocument.spreadsheetml.sheet', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/vEMY5zrc_2MRSnMZtMQw4A/MI7J5O8HZuvD9faeWLTa0ur6CGEyXDyzfyNUm3Jg8jc36yKBHK2XGhUIbR3N3WLxSBOMqsK70GIJLXNQQZEkEYvOIZ576aqdq3InTGbzqwFwjhjTSbFLj9sZiNrMRCYkEFN7grQJT3AzzJGY7wYryg/4XjEMF248Ethf0OKQlXo7f_8umjF24CkYJkCbgyHg_c', 'width': 32, 'height': 32}, 'large': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/MugKdiiUTp8Pvyf3gAAitA/jzIbvs2FbziT4jSQYjn9e7ErEqo38-vGzWubQuiGoxLubj2FeXnS4JY_DpCQewz_XSfL3MGn3EeX9uv8qlWK_DuPD83JWYejjTlC9XvetrrUj4B6Pj1cGIm0_HrBApxL_EENBQPrRG7vGbTcEhA5aA/Iwo0Bc2nbJdJKeKFOo-6kcfUDnYvyD0b8Hn6nD2Task', 'width': 320, 'height': 226}}}",2023-06-20T11:03:23.000Z
Cohort 1,Code4Kids,Report 6 - September 2023,144307.0,-272360.0,10.0,5.0,6.0,0,0,12069,86,11,0,0,0,7291.0,73,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,"{'id': 'attK2bNGqU9qp9waX', 'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/y7g9vvLS16FHyY3EpW5b1g/u1tUypSbc4YiGh-qz8v34qYHSaZsrlR0IhFpy6NFkQEPDghYde0FfeYLxwx5-CSJkUsod3Q-K1TsF78i3BXEpGogHEDzb-sh-Ci6Zc3nXmNvSGJSoq-OBvS7ysJ0REF47xoZxbNyFkqprWwA0nPlrQbq6zHMeA9aXriChFbrihQ/HrodmZHTCBlJ6JPMd1FT-oqh1_Oy-dMpQzJ3UwJPPM0', 'filename': 'Injini Reporting - IS (Sep).pdf', 'size': 49364, 'type': 'application/pdf', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/DOGlMB16PwtS_E0e-SDTkA/MszeiRMaNOHLlmDFY7n-jyGz274QisHMALc7Q1R8vyKLqXnN7YsNcRfmU--A6qzB24aV6zXy3dt-TxSZel52-EomSrJdrAJJ8MivFRxTLofILCXCSMmPiJ6DnbyJkOXBYhzH7dsp-CV1ZEHr8-4wZA/wgs0egOP15A9qt6ZZGirWhT3s29CuWcKdYPYZ1io57Q', 'width': 25, 'height': 35}, 'large': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/-9avJ2NHkFNQ3pIP7KvJDA/CWk3f1Oi13gfjyecvoIKgVaDpEvubAGw4SwToXgmlCg3eIh-UvtsKAoVY5To7a6uMhMrwlxKr-zJruPPPXPGiafzin4TAUuN5vUcyFKEMSbL_ThqAZC2dCMPkhtHYvhMyngC6GcNmbe3BWSLdi3cjg/ujK0hJPhUrl7Ny1PkHk2xSSavHNmOl1Z5z1Bs7QDt1Y', 'width': 512, 'height': 725}}}",2023-10-18T09:54:10.000Z
Cohort 1,Fundza,Report 6 - September 2023,0.0,-384049.49,4.0,4.0,1.0,10,7,169470,0,468,0,0,0,3251.0,0,0.0,0.0,50.0,0.0,0.0,0,0.0,0,0.0,0.0,,"{'id': 'att8u20u5w1DRxxGQ', 'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/PhbRhj3bGwn3Qb2H_NKUrg/4SGflWwXhyk4SWs0O4MslZJx6a-ljDQUAhQiWQYjoShKWShvF7ed_vZ29eJjBZEbl_5HI3xFCeDQK7U9IIRc0HcgfEll4s2rVEFmxJYqCvAQ7sFNJ_T0Pk3wUQ9TeotIh0bB1yHJjSQAwtG2ZIn7Ys0qHu-dfqG-T_wrr060h81GW0nNnq4GROD4UIYGFJI1LDGmzi2WLbHB-paxA5weTA/Ias4M-8U8xDcivwD-bl7nwTgbD3yLch6D4FX2srtW8o', 'filename': 'The_Fundza_Literacy_Trust_-_Profit_and_Loss September 2023.pdf', 'size': 23373, 'type': 'application/pdf', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/FWsvKnff7P9DSi0fK1yh6g/2hx0NVAEe83RimHSYHOWFoOw9MqnOggunq-bWw42gvW6p-Hvoo7YSkqVNhPZwA_tbL_BevWYYoMmNKIYD2TJXf0MiYXQXVnUB2u7ztWmx48jReC83uUbzghrD08ftQIS8MzMccyKjSUluiQg5mZBvg/jLmD-qX3E8bgeLlEq1AnSSITDAHq4GGapX9TQ_Id2qM', 'width': 25, 'height': 35}, 'large': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/znP_ztTdnFBM7yhbYVrhxg/4DR_bXOzH119AHWJqJQ7Vu0M74a7ICcnCi7pNc9F8C95thHdLF2BruZ6CXJQVlZi52QgeRUez2OJGOTY6YGxCydjsjQCCrO4-pg6Xq_BJEGzT_dWBHvph2b69usG0OSij9kuALK_KAjgDCeLIin2KQ/wU_0_yxytBYY0rsauPZ9VJshZ2ty4LVpNRD5tNtdMbU', 'width': 512, 'height': 724}}}",2023-10-17T05:45:41.000Z
Cohort 1,Fundza,Report 5 - August 2023,0.0,-448037.07,4.0,4.0,1.0,7,5,169002,0,455,0,0,0,3458.0,0,0.0,0.0,50.0,0.0,0.0,0,0.0,0,0.0,0.0,,"{'id': 'attCIBfMx5QxnNKTT', 'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/cVGHy2X5YO_wiYrbfJV7VA/OApTpfRt4uzBm-WZ8il2x9kk82VQ6xbbP7yCUB70q2BZ9oB4AztkvYf2Vsf3RKFHOFIXNXQZ7YlcyxdkqRfnICBIJ7Bfg99OvEgJ8inOvYskXiGu12nR38kTV0ihLKkxzGVOZo8DSevN1iNoKSQkfRptYk7J0GXQ5IdxPUMFIkbQWsXhKwKspLpq_7oycLgl/ddCqkUnuF-LYw5icECgZOAAlY66IXMfrSNdgHCP6x18', 'filename': 'The_Fundza_Literacy_Trust_-_Profit_and_Loss.pdf', 'size': 23246, 'type': 'application/pdf', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/CVB4ZuctA0U8axdaSuEAqw/1SvI3qQXfwgQNvZjXQCQf7Qa8NhtV5bMYM2XGyh9VjoHJQH7g-C1TBfN0zOcAiScF0UVIUlWB5fPLzxLkJ9eUhSWy2mS8_75cXuEXn0TFb_D5BVUlfo8qF9VNsk3njvP64Ch4OvoYIx6Fvs3yhyn7Q/lv4jDDq9ND1AyEoSWSMdkCvfuhAKhnNE0m4x5ULJ64A', 'width': 25, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/rvndTUb_b3jA1WZ91PHdIg/jaHv0xyCUzFiUmXdyaIU4j58qREEIALqbDWhiEpcMrVQCklySrZa1m9DcuJPxGh1MHLBa2Q3PrahEienqJtReBoCbgftLS-l2bN6Oy5S9WAhD132GhZw6FEgiLxCMVVq9pYxqnEa9WdPm62Z64qUsw/TW2V3OVjhBoSmn7V5up8OnQ3AH7VTCGU-zFmnmKRzSw', 'width': 362, 'height': 512}}}",2023-09-19T15:20:53.000Z
Cohort 1,Zaio,Report 7 - October 2023,221717.42,-234349.23,11.0,2.0,11.0,0,0,42254,0,4088,0,0,0,4123.9,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,"{'id': 'attsxEoJCETLpkGrk', 'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/5SsZWLHEolyoWGa_om5aPw/YSv3i0m7b6RNVgeDNOQBY5pkd1vHdAvnVtH2iDiA6aeQMdTko50lIRVlxV2TLlX_OE9NvKqYyZWHfXntjJPoPukycJrsPylR-pbsWyFF30AWnz_g99EhdHQ93Jwij4xnZalF61MKYGZ9UP_qjImOpTm4r1yemOCKdmWf5XB63SFU8MmiBSK5nQga7lHFd5D9/ja4PC7r7j_X8H_lRRx6aV21nEciHpZN0K1BkOg_4uZs', 'filename': 'Zaio Technology October 2023 Management Report.pdf', 'size': 93470, 'type': 'application/pdf', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/uvR6rCnL44A0ypG1SW-oZw/HnB5wfLKWfXfDvqBBOA0ESlz7pshezE_5xp2i27QWomwIciXPa4-pGTmdruA4fCJMliet_S2pKLfRwVoC89onNN0zikJkkt9Oy6meVwUd5S-FF-Nr_eruOf5iAJtWHIzhVCMj29894iKzVTPbV2mIw/K_OZIEWSUSjEJZHhg9E6fJPTebFhuN3lv0Y4sHeTz5U', 'width': 25, 'height': 35}, 'large': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/UfM41F73qs_2B-mqqvFGsw/JEekRNhyll1drDpkiQvEJJVCvdhFfNfV2CpyvUBAzN0gzaEl9Y_sqSQ1RJMeN6tS5SBlPYFtjgBpgD0fhfn8la4WJsecFiJjINAt88hZUj2Qb20mZML1ZkehjYnzA4FBaFG0Ya0dLlABjnuQ_ep8Ig/mjP3VAGPE84kcjr2uRMjxn2tX_b_9a6-jfz6v1JJWyY', 'width': 512, 'height': 724}}}",2023-11-24T10:27:07.000Z
Cohort 1,Buzz Kidz,Report 5 - August 2023,253096.0,-13018.0,18.0,13.0,15.0,4,4,1985,79,32,8,0,0,1985.0,31,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,"{'id': 'attMBOwQV5FRtwlYR', 'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/kpIqjIDp5ihPo3-G7YnQDQ/XtYGMCb3jkXkrX8cAcNEYIiHa86YZ551XshtIog3y2bqfVmXL7F8ayY3FceUTunU4f8K21l0Eqy0WoerhqKFrA-VqPT4pqiPWg_TLkGYehdCakWhE9joI_be8v1RR9Kixf7OJrxsXZzfoZUKPB0gXH1wemu5KzWEhNL4Q4tLv14/sQvYcCkwxcuU5TgvWrvYgcx3iJB34yhl0prON-jXGBs', 'filename': 'ProfitAndLossReport-4 Buzz Aug 23.pdf', 'size': 110113, 'type': 'application/pdf', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/xpOh8i0MoqD3t8bNQXV7Tw/rnSU0zyqxzeUREIcFPPJGqZ96YEtH0xqjT1J2PjY7CG8EnrwzUp8aoZvlcfWYykA-NFtZaeqVu5rgT1J5BNH48bT0rrmlB9DJXlrZO0M-KAQOmU__k_rsJyCQsYZnoKzX1plxxj6hAJlLw3XHxk5wA/AFKy4XrqAjSbvdE8uV32IMn96qfmw-VqwoNufFTIVz4', 'width': 25, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/LRZtLN0VljNAfuFLbnWbtg/71g8tKm3lBZRF7_KPqYgtDpIbftoloXPXLW3OvWlgX0DwnMV1Fu0dTApiuZZfrXCzI0U6WRnJt4OfbysdqX-invYmKTQd9kZooUFfZ5QwWxIXN6u6OHVRVdEyI5WKWspQMIj8GZ4jyifkbjzGqYxqg/1vSVt-8yt2IlRycoF1ii9qmES1qpK5HmpktbHCKlUTI', 'width': 362, 'height': 512}}}",2023-09-20T14:17:54.000Z
Cohort 1,Reflective Learning,Report 2 - May 2023,911391.0,-560257.0,27.0,14.0,17.0,0,0,68737,0,7904,0,0,0,30908.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,"{'id': 'attT07U4WjN453Thg', 'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/pBwbqxNRNcl0dCHGrBC84w/qCrcA8AwjwaqCEmYCTwm5v0-9Nt83kfx0ScSMyqIGT8t2HgrfDYhbu8qliPNo2iw8aRKmsuxnirtQ_prI1jzPemVI8NtdFrLIzH4GVoVvfWpHxOfRkUNqB7j9XYXL3FDBDYHPxjzO7bbAr2bkLm6aOUFl0YrGmvXZdiZp5yfOWYpqlNMYjh88X87lVTfKVQQv44Lc3TPUh5gYnFlEPBNzw/ZR3GdRl61K1cdxZYKCNZ9-5ogWiuDNnWpA8ZHKgfJ6s', 'filename': 'Reflective_Learning_Education - P&L - Injini Report - May 23.pdf', 'size': 75882, 'type': 'application/pdf', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/_DQMCfuAs4KeVBoo3gF6zw/4CvcmS9wv-6m7xzHtCTxQSUZsGQbLYh1iGKCdde0gcRrk_kujZx0N-vvKTVT0mNyO8b5Dizl7JrPtXHa8VVUVBeBlHn5oD8LnV2QeQPEUSobqMaD2KbK8nAOW9LjZlfEHJP-cMNT9y7KIDsiw2CFqQ/0b_lPi-Ma_YPCeiOzTFD1HJfTGE4xi3Kckl9Qwiixrs', 'width': 25, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/OVoiPCxbeALlDCSMIKmadw/m5S4aU4z8cfuB7otv_KerONpm_F0fTtyie3z4JT9_OA62fDt7zWmN8fQabIJWtEAA_7oCONGrCqaTN5ID_sLc3-9hnbPF92YSnXDypW-dvOBMI_W45ki_GnIpOHlIELlAi_saACo9OU7Miqflv8Khw/P05U0o7fc94EV3AWjLLbMkDpOpB2gSF5xZQLiHiMaY0', 'width': 362, 'height': 512}}}",2023-06-20T06:01:39.000Z
Cohort 1,Resolute Robotics,Report 1 - April 2023,5749327.0,1912782.0,30.0,9.0,28.0,3,1,22732,1472,3532,11,0,0,0.0,0,43.0,0.0,0.0,0.0,0.0,0,10.0,0,10.0,0.0,,"{'id': 'attNrlc8jWhBqzqmA', 'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/eWFSiXn36u041J3Yh7Vn-g/O2QIhNteZrHlw5yafTBVxKPEnD1KMK5dA5ZTLSFZrLQPBw62TxLlxAGrmCW8Gpdrgz8wRmZK4YI0gZyzm-BrX8GHF8ClWw4KEOo-Pwn562DJpZLxo5FKRJZMfyola_rmoXOfeXN2ao4UX3UtnPuj0AbpBtV9k1SvKkmBFKD7YVgk7AhO5KLHzflM53CXcJoB/kJcL0NDNogRYvT6U670j39tIaxs_D7w_7BEmDwb4Xk8', 'filename': '05 - Resolute Education (Pty) Ltd MMA April 2023.pdf', 'size': 215250, 'type': 'application/pdf', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/YAAbQA3D3e67HMgM0RDbHw/U7rjeMRLR5wrKVPKr_OIz0GF1K-gq9zFoO__i_4S_V84nh_8eJOMBsisnkVhtgbbXvPpRmvXquL8WV4js7C2_WXRhVlTo6i4abkMDJOU6kdp67l5Wr0rwQx6AimyUum0-DwfWLOJObqCpljvCEAryQ/FZ4KlPv_0ZFMMk-_9NQ7v1EOE4aTTB_OtVGphsCRjes', 'width': 25, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/hPGvvFVkYniIqu04LQ0Mkw/QHmMqcwiPnVZMVGXDHakTNKXl1fapMK1eD7ZPh7NGRCM4FMzLnJ2HvCYnYSNROlKf0EBZ1mcWLu-vK4NBeJOPgfY0GTFfyflUNJhvsa6GK33oC4lTfd10By6FtbDn9FKMx6KHTJWWDRunNu9aLfcBQ/j7ZJmmXTrhl--JHRDYo_tgCcFkapY0aNMH2EeGBOrmo', 'width': 362, 'height': 512}}}",2023-05-20T19:58:12.000Z
Cohort 1,Ambani Africa,Report 4 - July 2023,145438.38,-83977.12,8.0,3.0,6.0,1,1,12184,14,328,1,0,0,1500.0,14,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,"{'id': 'attGOKUQ30boiZpxA', 'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/Aqlfd19Q-XG1Vz_0lQWrzg/0xDrbYI0nYdeboywQ4em2m5LuEqQbX-hvmomqXpIdJo5A9WdBbuWnBrs3W5nGxH_z0aD5n-fbYF59f15Y-ltvl0K5pLKGHJHKeF0pJ7yUT8m-Qm4WlsfqRcrMFE_KH9YruJnD3gxXhBGonLZQXsPnM9y2mVdFKZI9GP_kxlTIzE/p-ZxqrHNXEFMiRLX_UqsmjlCdeaKFguP1qFua7qeYgM', 'filename': 'Ambani ProfitandLoss July.pdf', 'size': 34835, 'type': 'application/pdf', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/EkW4nKwUQnf2EEFH5VjETQ/lpKDLQjAx_18vCXf1Z2Y0sXRgWAmSFY9-9wKWMHrtJsaD1LCXlhdrwbMD_B5WHgy1dupTlqhH-VlZRrccVsYOQESYSHiyFCE_T_T3031s2hlafOliieT5fHgrpY5JdlpKePo8JlKRiaCP1QVq3qvzA/d144_am62_ak2S3Z2yvLuvijpvwzStbhnsyENwGT9sQ', 'width': 25, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/MCZaXNp3j-Omke4zkww6DA/Zoo2TN1A3auVsBd8dCUdWt1IeIyg3WiOCoR99RfCFXRACd7VnbBjPqWZ_z7WAkMC_91fBxTcPZT2v--Rc_qzP43FDXn6E_3QQ0euwjOGWPT_1vRh2IhbRcjFSXxSdqdTmxJ6Im_yVwgE9tAeY-LYKA/UPImMzrW7W9uYmK9QGGAlljlFqlMPLCS0tMwXwy4k_s', 'width': 362, 'height': 512}}}",2023-08-21T15:31:41.000Z
Cohort 1,Digify,Report 4 - July 2023,1260000.0,843007.53,6.0,4.0,1.0,0,0,273038,354899,965,3338,0,0,1803.0,4737,71.8,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,"{'id': 'attANRgdLE96EPDEQ', 'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/F8oWACDR3gEaKifSxBbmTw/BmrfSy4e_O8PTcvJ9wSUYl0QEkPlu0hRo7t_IiiAVVhehsF5gETxtOIaKV8EXUMWDpfG-_YxrH52VTQjaLpKyXMkL2qrgnZYsW_sSFblKIdkTNxTSHoFZwnqNdcLx22KM5mADbcqf81yDOzD2HoPQCAXXbK3hI_dEKyia3rnYv4/mRDj1w1C74JIVKTTxfBvluD8oAIQN3F4m7x7-vLVF_M', 'filename': 'Profit & Loss Statement July 2023.pdf', 'size': 18816, 'type': 'application/pdf', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/NqF2DT9-ZWWVzbgSJtIrxA/ox2yK2DLgR27urQdNZFjMlYG2HXZz4hCAMMXouPEoG0hKgjZ697qPLQ6Uktg9FyrO-LCcW6-AdFFdaQ9S7FjkRicbmUXRg3LGpoo4MB4fw7Lj8TAD00JC-6NAnr-WTn3xnoInAanxJeCN-KfYydmrg/ES3ROQgKTUkWYOdCLZT2tjgtPlXHVc7smI_lfVrnJew', 'width': 25, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/4f37lpwZrOmPbSYR-ok89g/dH-gZ_t7OsfqnXrFwxq7nLbWIKp8wHFU_zK8sFuVNEplAcmu7lAkCF_9_8-NZ8KFTrLSBaOaX63xRBhEioEUuX3vk8uI5CNj7qKSUjgVPq90C-zp3eWkM85s4XUHx5dVDYgMqlolX2GRnrOvLFSUCg/nSkwtSgwbr1LLGtUEqBFQ3vYxoxBfQe9KfXyerD2TL8', 'width': 362, 'height': 512}}}",2023-08-22T06:53:34.000Z
Cohort 1,Code4Kids,Report 3 - June 2023,186114.0,43073.0,7.0,4.0,4.0,0,0,11971,83,9,4,0,0,5611.0,83,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,"{'id': 'attQx9asxpBE6cIvk', 'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/OpeBsJaYDMdWugC8-qCJzg/gM4RvZGXwSMSFsWcqbGUXSjtl2KUGM4W0z0ssLketiTEp12FcaFG-a6GlHCpD1WswwrXEvrji1e7maQ8oiH0gtKGvzhM7xgT3vGWpoKhJ9LoO6dF8FmmpEWRfdRPYtWvHPnXZU2gIwP8m_QCAnoq3Iy3fkWGFzn9NFdY-0EJJss/9qvKM6eqDddUD3_j72Dvkozj-uidHDsEmCHgyvkcSuk', 'filename': 'Injini Reporting - IS (1).pdf', 'size': 44689, 'type': 'application/pdf', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/vjEf_YZpv2Xr06lxWCWyzQ/4Oy0whT65261vFJbH594x_HPSSTzpahIPf7mulFV-9wOCzBgfBayNXplucP_1Ynp2J3Bn4-zKDbJzenACTV3QlFh6kltxJDfun-GUkJFKHoZ8HSDPR8z3Seb9YewBRokiZRwjsggz08Fjoitn1IrEQ/qEh-SMA_PkjJww-jSEUGwQp4Pq2wIUpG5Ef6lJrZA_I', 'width': 28, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/QNDq6jARK6DqypMGVEDxaA/qbJffgnt9noRWfw4gLD6bqe7FnsIlXxEv06CVORX2AQuxQdZrMULHkOnwuOdla1TbUq2ANS8pqOBO5OrYPP5wKYLHttP9nFOtQclMAFq5x5qO4L0htHYYsvatrqPJY-yu7mTR008Dt5oa7PIkfAp8g/r9ybzIe3ao_s1r6Cr3SQr4kDrrv-qZUjr7oq8Mc-NM0', 'width': 396, 'height': 512}}}",2023-07-08T13:41:08.000Z
Cohort 1,Matric Live,Report 6 - September 2023,0.0,-273528.0,5.0,1.0,4.0,0,0,402686,0,8559,0,0,0,8559.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,"{'id': 'attbRWWT7YZ4XVMDM', 'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/R7Dd6VFoDvF8vg_zstEJLg/pER2D9e5gcXuHMsabN12c1z-WolQ0KvjAIIB1-wAqitzU8agGzEzqSfikxh-rTB-8cUUEjiECXGCXTjyvI3HTPLPTViqSFn1RVqyW2yvXQPRJh38pKFR3ozwnX1Qnq3PAol6sD-4izxIzv0BOpukhWFXF8480VyyGRkZhpbK1nDcRqWlgS7bigJqW1iBjIbpP7SK5neQQCufKugxEIZ4lA/4rxK6tyA-T1DSCEnrnoyR6bMYRTJvA3NG5Tcm0-Ll4o', 'filename': 'SAADC__Pty__Ltd_-_Management_Report_September 2023.pdf', 'size': 248638, 'type': 'application/pdf', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/Ersqnk4Ilwx9xJ52QP8LDw/ELxdA2No129IZjq5yF9h9ACigOKb4ibV0WGsS7rZJjRvmWzglAYP8FiQd8whHJiRib7ut-uB4NC9WLhftSHYQMpAVgZjPBGOOOgCjbHn8zUC9jWNmRlSfIRMAQNVtrr-64d7eykReYvAq-9td-Ih6A/zouE62S8EuyYEyKVM9-r3q2BP5ymeKiQ5E8whJr5xFA', 'width': 25, 'height': 35}, 'large': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/tjog399RuVNNqKG7yH52sQ/MCOsjtAz8jJK6z8e7-ysWhBsSeoiNYI2Y8Wj0HTSp9TOrWQrm0bgYmez0LMRa_F2hpWorfaxDjhIDSJAYm-TNlChV1IsxIg49bgjBpW3TJUoPwAaFtHa1LYXpy0c2FmW6Z_b4EV2K42u-xWgBb3RzQ/2g2UJSpnvCOFyr-36X8SVVqW1vceV5ahxpxu4s10Hf4', 'width': 512, 'height': 724}}}",2023-10-19T07:06:37.000Z
Cohort 1,Matric Live,Report 4 - July 2023,0.0,-229763.5,4.0,0.0,4.0,0,0,382094,0,6021,0,0,0,6021.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,"{'id': 'attIEdVdTYceG6D31', 'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/jiAAX4ZPz1YNkNsbikByWA/VFgdarNxoC0yCvr-ucxRxCkrCeCrIAAFBdVDBj0BPZcNYgjDueeV5GrexfSjz_HjjPRuDCX6XrPrkhwUuZAUvQoAi5fdU3Y3PCjwH6p96g-_46qDbyVwKU6-kOqrVuTYVvoMdFrL543z1uKRg2JnL0guH5nbZWnMRFE6ACbpWcXFZ59M_fqb4Vul9y2LQiBG/EcJDc6R-p3nUKQzKvJOVyK7va4mqB9-5mQlLfGsVsTE', 'filename': 'SAADC__Pty__Ltd_-_Management_Report_July 2023.pdf', 'size': 285106, 'type': 'application/pdf', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/h5WXqntQLkpRhQGiFU5q0g/mNUyjuwLset8Xv-6hoJwv6XJQPCeez4AlxfHKtQUncffHgevJTEY-g_XRMCQwXgeRsAgd9dOiqMJi--DUOE4N38w7LMHEhqPC1909uhA2PQeb7cnppLf4a4f0ZQ2hcr7ZK-sX2ZaTBgrHubQ-WLVeA/icU275WZFcML2CYXeaHB_0VQ1W6PWYUcMYkeg4vbdxQ', 'width': 25, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v3/u/52/52/1777636800000/vJFcWb94DOvE9w_jd0AsrA/hc16fqq_p-bryWzkpf4fXYmLYGXyumrgKo7-pXXR58UCZEdv4vWgrvCAL2s--keuUTez240CXV7_NvvH6vyWb4mkdh3zfUyTVuWQX81KtufzRrPKaZvYTEdtiABdcG7RdHQC0fIPpODS1oyPlm4qLA/H_awo0Tj0i967m5l3_-cUGfepR9_yRcvDGJjTTgHJLY', 'width': 362, 'height': 512}}}",2023-08-14T10:28:50.000Z
